27
21
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1
1,6,1,1,1,6,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1
1,7,1,1,1,6,1,1,1,6,1,6,1,1,1,6,1,1,1,8,1
1,6,1,1,1,6,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,6,1
1,6,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,6,1
1,6,6,6,6,6,1,6,6,6,1,6,6,6,1,6,6,6,6,6,1
1,1,1,1,1,6,1,1,1,0,1,0,1,1,1,6,1,1,1,1,1
1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,6,1,1,1,1,1
1,1,1,1,1,6,1,0,1,1,2,1,1,0,1,6,1,1,1,1,1
1,1,1,1,1,6,1,0,1,0,5,0,1,0,1,6,1,1,1,1,1
3,0,0,0,0,6,0,0,1,5,5,5,1,0,0,6,0,0,0,0,3
1,1,1,1,1,6,1,0,1,1,1,1,1,0,1,6,1,1,1,1,1
1,1,1,1,1,6,1,0,0,0,0,0,0,0,1,6,1,1,1,1,1
1,1,1,1,1,6,1,0,1,1,1,1,1,0,1,6,1,1,1,1,1
1,1,1,1,1,6,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1
1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1
1,6,1,1,1,6,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1
1,9,6,6,1,6,6,6,6,6,4,6,6,6,6,6,1,6,6,10,1
1,1,1,6,1,6,1,6,1,1,1,1,1,6,1,6,1,6,1,1,1
1,1,1,6,1,6,1,6,1,1,1,1,1,6,1,6,1,6,1,1,1
1,6,6,6,6,6,1,6,6,6,1,6,6,6,1,6,6,6,6,6,1
1,6,1,1,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1
1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
